respondent_id,question_id,ground_truth,category,gender,age_group,persona_group,occupation
R009,purchase_intent,5,general,Female,35-44,Busy Professionals,Technical
R009,value_for_money,5,general,Female,35-44,Busy Professionals,Technical
R009,likeability,5,general,Female,35-44,Busy Professionals,Technical
R009,uniqueness,2,general,Female,35-44,Busy Professionals,Technical
R009,relevance,2,general,Female,35-44,Busy Professionals,Technical
R009,recommendation,2,general,Female,35-44,Busy Professionals,Technical
R009,current_meal_kit_user,1,general,Female,35-44,Busy Professionals,Technical
R009,most_important_feature,2,general,Female,35-44,Busy Professionals,Technical
R010,purchase_intent,1,general,Male,35-44,Busy Professionals,Technical
R010,value_for_money,5,general,Male,35-44,Busy Professionals,Technical
R010,likeability,6,general,Male,35-44,Busy Professionals,Technical
R010,uniqueness,2,general,Male,35-44,Busy Professionals,Technical
R010,relevance,3,general,Male,35-44,Busy Professionals,Technical
R010,recommendation,1,general,Male,35-44,Busy Professionals,Technical
R010,current_meal_kit_user,1,general,Male,35-44,Busy Professionals,Technical
R010,most_important_feature,2,general,Male,35-44,Busy Professionals,Technical
R011,purchase_intent,2,general,Female,25-34,Busy Professionals,Professional
R011,value_for_money,1,general,Female,25-34,Busy Professionals,Professional
R011,likeability,3,general,Female,25-34,Busy Professionals,Professional
R011,uniqueness,5,general,Female,25-34,Busy Professionals,Professional
R011,relevance,2,general,Female,25-34,Busy Professionals,Professional
R011,recommendation,1,general,Female,25-34,Busy Professionals,Professional
R011,current_meal_kit_user,2,general,Female,25-34,Busy Professionals,Professional
R011,most_important_feature,3,general,Female,25-34,Busy Professionals,Professional
R012,purchase_intent,2,general,Female,35-44,Busy Professionals,Manager
R012,value_for_money,4,general,Female,35-44,Busy Professionals,Manager
R012,likeability,4,general,Female,35-44,Busy Professionals,Manager
R012,uniqueness,2,general,Female,35-44,Busy Professionals,Manager
R012,relevance,1,general,Female,35-44,Busy Professionals,Manager
R012,recommendation,2,general,Female,35-44,Busy Professionals,Manager
R012,current_meal_kit_user,1,general,Female,35-44,Busy Professionals,Manager
R012,most_important_feature,4,general,Female,35-44,Busy Professionals,Manager
R013,purchase_intent,1,general,Male,25-34,Busy Professionals,Technical
R013,value_for_money,2,general,Male,25-34,Busy Professionals,Technical
R013,likeability,1,general,Male,25-34,Busy Professionals,Technical
R013,uniqueness,3,general,Male,25-34,Busy Professionals,Technical
R013,relevance,3,general,Male,25-34,Busy Professionals,Technical
R013,recommendation,3,general,Male,25-34,Busy Professionals,Technical
R013,current_meal_kit_user,1,general,Male,25-34,Busy Professionals,Technical
R013,most_important_feature,1,general,Male,25-34,Busy Professionals,Technical
R014,purchase_intent,4,general,Male,25-34,Busy Professionals,Technical
R014,value_for_money,5,general,Male,25-34,Busy Professionals,Technical
R014,likeability,5,general,Male,25-34,Busy Professionals,Technical
R014,uniqueness,5,general,Male,25-34,Busy Professionals,Technical
R014,relevance,5,general,Male,25-34,Busy Professionals,Technical
R014,recommendation,1,general,Male,25-34,Busy Professionals,Technical
R014,current_meal_kit_user,1,general,Male,25-34,Busy Professionals,Technical
R014,most_important_feature,1,general,Male,25-34,Busy Professionals,Technical
R015,purchase_intent,5,general,Male,35-44,Busy Professionals,Professional
R015,value_for_money,5,general,Male,35-44,Busy Professionals,Professional
R015,likeability,2,general,Male,35-44,Busy Professionals,Professional
R015,uniqueness,2,general,Male,35-44,Busy Professionals,Professional
R015,relevance,3,general,Male,35-44,Busy Professionals,Professional
R015,recommendation,2,general,Male,35-44,Busy Professionals,Professional
R015,current_meal_kit_user,1,general,Male,35-44,Busy Professionals,Professional
R015,most_important_feature,5,general,Male,35-44,Busy Professionals,Professional
R016,purchase_intent,3,general,Male,25-34,Busy Professionals,Manager
R016,value_for_money,4,general,Male,25-34,Busy Professionals,Manager
R016,likeability,4,general,Male,25-34,Busy Professionals,Manager
R016,uniqueness,1,general,Male,25-34,Busy Professionals,Manager
R016,relevance,2,general,Male,25-34,Busy Professionals,Manager
R016,recommendation,3,general,Male,25-34,Busy Professionals,Manager
R016,current_meal_kit_user,1,general,Male,25-34,Busy Professionals,Manager
R016,most_important_feature,3,general,Male,25-34,Busy Professionals,Manager
R017,purchase_intent,2,general,Female,45-54,Health-Conscious Families,Sales
R017,value_for_money,2,general,Female,45-54,Health-Conscious Families,Sales
R017,likeability,1,general,Female,45-54,Health-Conscious Families,Sales
R017,uniqueness,1,general,Female,45-54,Health-Conscious Families,Sales
R017,relevance,4,general,Female,45-54,Health-Conscious Families,Sales
R017,recommendation,1,general,Female,45-54,Health-Conscious Families,Sales
R017,current_meal_kit_user,1,general,Female,45-54,Health-Conscious Families,Sales
R017,most_important_feature,1,general,Female,45-54,Health-Conscious Families,Sales
R018,purchase_intent,2,general,Male,45-54,Health-Conscious Families,Sales
R018,value_for_money,5,general,Male,45-54,Health-Conscious Families,Sales
R018,likeability,7,general,Male,45-54,Health-Conscious Families,Sales
R018,uniqueness,5,general,Male,45-54,Health-Conscious Families,Sales
R018,relevance,1,general,Male,45-54,Health-Conscious Families,Sales
R018,recommendation,3,general,Male,45-54,Health-Conscious Families,Sales
R018,current_meal_kit_user,1,general,Male,45-54,Health-Conscious Families,Sales
R018,most_important_feature,1,general,Male,45-54,Health-Conscious Families,Sales
R019,purchase_intent,4,general,Male,45-54,Health-Conscious Families,Professional
R019,value_for_money,1,general,Male,45-54,Health-Conscious Families,Professional
R019,likeability,7,general,Male,45-54,Health-Conscious Families,Professional
R019,uniqueness,2,general,Male,45-54,Health-Conscious Families,Professional
R019,relevance,1,general,Male,45-54,Health-Conscious Families,Professional
R019,recommendation,2,general,Male,45-54,Health-Conscious Families,Professional
R019,current_meal_kit_user,1,general,Male,45-54,Health-Conscious Families,Professional
R019,most_important_feature,2,general,Male,45-54,Health-Conscious Families,Professional
R020,purchase_intent,2,general,Female,45-54,Health-Conscious Families,Service
R020,value_for_money,3,general,Female,45-54,Health-Conscious Families,Service
R020,likeability,2,general,Female,45-54,Health-Conscious Families,Service
R020,uniqueness,1,general,Female,45-54,Health-Conscious Families,Service
R020,relevance,2,general,Female,45-54,Health-Conscious Families,Service
R020,recommendation,2,general,Female,45-54,Health-Conscious Families,Service
R020,current_meal_kit_user,1,general,Female,45-54,Health-Conscious Families,Service
R020,most_important_feature,1,general,Female,45-54,Health-Conscious Families,Service
R021,purchase_intent,2,general,Female,35-44,Health-Conscious Families,Sales
R021,value_for_money,3,general,Female,35-44,Health-Conscious Families,Sales
R021,likeability,4,general,Female,35-44,Health-Conscious Families,Sales
R021,uniqueness,5,general,Female,35-44,Health-Conscious Families,Sales
R021,relevance,4,general,Female,35-44,Health-Conscious Families,Sales
R021,recommendation,4,general,Female,35-44,Health-Conscious Families,Sales
R021,current_meal_kit_user,1,general,Female,35-44,Health-Conscious Families,Sales
R021,most_important_feature,3,general,Female,35-44,Health-Conscious Families,Sales
R022,purchase_intent,4,general,Male,45-54,Health-Conscious Families,Professional
R022,value_for_money,4,general,Male,45-54,Health-Conscious Families,Professional
R022,likeability,1,general,Male,45-54,Health-Conscious Families,Professional
R022,uniqueness,1,general,Male,45-54,Health-Conscious Families,Professional
R022,relevance,3,general,Male,45-54,Health-Conscious Families,Professional
R022,recommendation,1,general,Male,45-54,Health-Conscious Families,Professional
R022,current_meal_kit_user,2,general,Male,45-54,Health-Conscious Families,Professional
R022,most_important_feature,6,general,Male,45-54,Health-Conscious Families,Professional
R023,purchase_intent,2,general,Male,35-44,Health-Conscious Families,Professional
R023,value_for_money,1,general,Male,35-44,Health-Conscious Families,Professional
R023,likeability,1,general,Male,35-44,Health-Conscious Families,Professional
R023,uniqueness,5,general,Male,35-44,Health-Conscious Families,Professional
R023,relevance,3,general,Male,35-44,Health-Conscious Families,Professional
R023,recommendation,4,general,Male,35-44,Health-Conscious Families,Professional
R023,current_meal_kit_user,1,general,Male,35-44,Health-Conscious Families,Professional
R023,most_important_feature,1,general,Male,35-44,Health-Conscious Families,Professional
R024,purchase_intent,2,general,Female,45-54,Health-Conscious Families,Professional
R024,value_for_money,5,general,Female,45-54,Health-Conscious Families,Professional
R024,likeability,4,general,Female,45-54,Health-Conscious Families,Professional
R024,uniqueness,4,general,Female,45-54,Health-Conscious Families,Professional
R024,relevance,5,general,Female,45-54,Health-Conscious Families,Professional
R024,recommendation,2,general,Female,45-54,Health-Conscious Families,Professional
R024,current_meal_kit_user,1,general,Female,45-54,Health-Conscious Families,Professional
R024,most_important_feature,5,general,Female,45-54,Health-Conscious Families,Professional
R025,purchase_intent,5,general,Male,45-54,Health-Conscious Families,Professional
R025,value_for_money,5,general,Male,45-54,Health-Conscious Families,Professional
R025,likeability,2,general,Male,45-54,Health-Conscious Families,Professional
R025,uniqueness,2,general,Male,45-54,Health-Conscious Families,Professional
R025,relevance,3,general,Male,45-54,Health-Conscious Families,Professional
R025,recommendation,4,general,Male,45-54,Health-Conscious Families,Professional
R025,current_meal_kit_user,1,general,Male,45-54,Health-Conscious Families,Professional
R025,most_important_feature,2,general,Male,45-54,Health-Conscious Families,Professional
R026,purchase_intent,3,general,Female,45-54,Health-Conscious Families,Service
R026,value_for_money,4,general,Female,45-54,Health-Conscious Families,Service
R026,likeability,3,general,Female,45-54,Health-Conscious Families,Service
R026,uniqueness,5,general,Female,45-54,Health-Conscious Families,Service
R026,relevance,5,general,Female,45-54,Health-Conscious Families,Service
R026,recommendation,1,general,Female,45-54,Health-Conscious Families,Service
R026,current_meal_kit_user,1,general,Female,45-54,Health-Conscious Families,Service
R026,most_important_feature,6,general,Female,45-54,Health-Conscious Families,Service
R027,purchase_intent,1,general,Female,35-44,Health-Conscious Families,Sales
R027,value_for_money,2,general,Female,35-44,Health-Conscious Families,Sales
R027,likeability,6,general,Female,35-44,Health-Conscious Families,Sales
R027,uniqueness,3,general,Female,35-44,Health-Conscious Families,Sales
R027,relevance,1,general,Female,35-44,Health-Conscious Families,Sales
R027,recommendation,2,general,Female,35-44,Health-Conscious Families,Sales
R027,current_meal_kit_user,1,general,Female,35-44,Health-Conscious Families,Sales
R027,most_important_feature,2,general,Female,35-44,Health-Conscious Families,Sales
R028,purchase_intent,4,general,Male,45-54,Health-Conscious Families,Service
R028,value_for_money,2,general,Male,45-54,Health-Conscious Families,Service
R028,likeability,2,general,Male,45-54,Health-Conscious Families,Service
R028,uniqueness,1,general,Male,45-54,Health-Conscious Families,Service
R028,relevance,1,general,Male,45-54,Health-Conscious Families,Service
R028,recommendation,2,general,Male,45-54,Health-Conscious Families,Service
R028,current_meal_kit_user,1,general,Male,45-54,Health-Conscious Families,Service
R028,most_important_feature,3,general,Male,45-54,Health-Conscious Families,Service
R029,purchase_intent,3,general,Female,35-44,Health-Conscious Families,Service
R029,value_for_money,5,general,Female,35-44,Health-Conscious Families,Service
R029,likeability,3,general,Female,35-44,Health-Conscious Families,Service
R029,uniqueness,2,general,Female,35-44,Health-Conscious Families,Service
R029,relevance,2,general,Female,35-44,Health-Conscious Families,Service
R029,recommendation,5,general,Female,35-44,Health-Conscious Families,Service
R029,current_meal_kit_user,1,general,Female,35-44,Health-Conscious Families,Service
R029,most_important_feature,2,general,Female,35-44,Health-Conscious Families,Service
R030,purchase_intent,5,general,Female,35-44,Health-Conscious Families,Sales
R030,value_for_money,1,general,Female,35-44,Health-Conscious Families,Sales
R030,likeability,4,general,Female,35-44,Health-Conscious Families,Sales
R030,uniqueness,1,general,Female,35-44,Health-Conscious Families,Sales
R030,relevance,1,general,Female,35-44,Health-Conscious Families,Sales
R030,recommendation,1,general,Female,35-44,Health-Conscious Families,Sales
R030,current_meal_kit_user,1,general,Female,35-44,Health-Conscious Families,Sales
R030,most_important_feature,1,general,Female,35-44,Health-Conscious Families,Sales
R031,purchase_intent,1,general,Female,45-54,Health-Conscious Families,Service
R031,value_for_money,2,general,Female,45-54,Health-Conscious Families,Service
R031,likeability,2,general,Female,45-54,Health-Conscious Families,Service
R031,uniqueness,3,general,Female,45-54,Health-Conscious Families,Service
R031,relevance,1,general,Female,45-54,Health-Conscious Families,Service
R031,recommendation,1,general,Female,45-54,Health-Conscious Families,Service
R031,current_meal_kit_user,1,general,Female,45-54,Health-Conscious Families,Service
R031,most_important_feature,4,general,Female,45-54,Health-Conscious Families,Service
R032,purchase_intent,3,general,Female,35-44,Health-Conscious Families,Professional
R032,value_for_money,4,general,Female,35-44,Health-Conscious Families,Professional
R032,likeability,5,general,Female,35-44,Health-Conscious Families,Professional
R032,uniqueness,3,general,Female,35-44,Health-Conscious Families,Professional
R032,relevance,5,general,Female,35-44,Health-Conscious Families,Professional
R032,recommendation,5,general,Female,35-44,Health-Conscious Families,Professional
R032,current_meal_kit_user,2,general,Female,35-44,Health-Conscious Families,Professional
R032,most_important_feature,2,general,Female,35-44,Health-Conscious Families,Professional
R033,purchase_intent,4,general,Male,35-44,Health-Conscious Families,Sales
R033,value_for_money,2,general,Male,35-44,Health-Conscious Families,Sales
R033,likeability,4,general,Male,35-44,Health-Conscious Families,Sales
R033,uniqueness,2,general,Male,35-44,Health-Conscious Families,Sales
R033,relevance,1,general,Male,35-44,Health-Conscious Families,Sales
R033,recommendation,3,general,Male,35-44,Health-Conscious Families,Sales
R033,current_meal_kit_user,1,general,Male,35-44,Health-Conscious Families,Sales
R033,most_important_feature,4,general,Male,35-44,Health-Conscious Families,Sales
R034,purchase_intent,5,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R034,value_for_money,4,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R034,likeability,5,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R034,uniqueness,4,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R034,relevance,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R034,recommendation,5,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R034,current_meal_kit_user,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R034,most_important_feature,6,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R035,purchase_intent,1,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R035,value_for_money,4,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R035,likeability,4,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R035,uniqueness,1,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R035,relevance,1,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R035,recommendation,2,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R035,current_meal_kit_user,1,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R035,most_important_feature,3,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R036,purchase_intent,5,general,Female,45-54,Budget-Conscious Skeptics,Sales
R036,value_for_money,3,general,Female,45-54,Budget-Conscious Skeptics,Sales
R036,likeability,7,general,Female,45-54,Budget-Conscious Skeptics,Sales
R036,uniqueness,1,general,Female,45-54,Budget-Conscious Skeptics,Sales
R036,relevance,3,general,Female,45-54,Budget-Conscious Skeptics,Sales
R036,recommendation,5,general,Female,45-54,Budget-Conscious Skeptics,Sales
R036,current_meal_kit_user,2,general,Female,45-54,Budget-Conscious Skeptics,Sales
R036,most_important_feature,5,general,Female,45-54,Budget-Conscious Skeptics,Sales
R037,purchase_intent,5,general,Male,25-34,Budget-Conscious Skeptics,Sales
R037,value_for_money,3,general,Male,25-34,Budget-Conscious Skeptics,Sales
R037,likeability,1,general,Male,25-34,Budget-Conscious Skeptics,Sales
R037,uniqueness,3,general,Male,25-34,Budget-Conscious Skeptics,Sales
R037,relevance,4,general,Male,25-34,Budget-Conscious Skeptics,Sales
R037,recommendation,4,general,Male,25-34,Budget-Conscious Skeptics,Sales
R037,current_meal_kit_user,2,general,Male,25-34,Budget-Conscious Skeptics,Sales
R037,most_important_feature,6,general,Male,25-34,Budget-Conscious Skeptics,Sales
R038,purchase_intent,1,general,Male,25-34,Budget-Conscious Skeptics,Service
R038,value_for_money,2,general,Male,25-34,Budget-Conscious Skeptics,Service
R038,likeability,2,general,Male,25-34,Budget-Conscious Skeptics,Service
R038,uniqueness,1,general,Male,25-34,Budget-Conscious Skeptics,Service
R038,relevance,1,general,Male,25-34,Budget-Conscious Skeptics,Service
R038,recommendation,3,general,Male,25-34,Budget-Conscious Skeptics,Service
R038,current_meal_kit_user,1,general,Male,25-34,Budget-Conscious Skeptics,Service
R038,most_important_feature,3,general,Male,25-34,Budget-Conscious Skeptics,Service
R039,purchase_intent,4,general,Male,25-34,Budget-Conscious Skeptics,Service
R039,value_for_money,2,general,Male,25-34,Budget-Conscious Skeptics,Service
R039,likeability,4,general,Male,25-34,Budget-Conscious Skeptics,Service
R039,uniqueness,3,general,Male,25-34,Budget-Conscious Skeptics,Service
R039,relevance,5,general,Male,25-34,Budget-Conscious Skeptics,Service
R039,recommendation,1,general,Male,25-34,Budget-Conscious Skeptics,Service
R039,current_meal_kit_user,1,general,Male,25-34,Budget-Conscious Skeptics,Service
R039,most_important_feature,5,general,Male,25-34,Budget-Conscious Skeptics,Service
R040,purchase_intent,3,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R040,value_for_money,3,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R040,likeability,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R040,uniqueness,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R040,relevance,3,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R040,recommendation,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R040,current_meal_kit_user,1,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R040,most_important_feature,1,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R041,purchase_intent,2,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R041,value_for_money,2,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R041,likeability,6,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R041,uniqueness,5,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R041,relevance,3,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R041,recommendation,4,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R041,current_meal_kit_user,1,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R041,most_important_feature,6,general,Male,45-54,Budget-Conscious Skeptics,Administrative
R042,purchase_intent,2,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R042,value_for_money,3,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R042,likeability,5,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R042,uniqueness,5,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R042,relevance,5,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R042,recommendation,3,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R042,current_meal_kit_user,1,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R042,most_important_feature,6,general,Female,45-54,Budget-Conscious Skeptics,Administrative
R043,purchase_intent,4,general,Female,55-64,Budget-Conscious Skeptics,Service
R043,value_for_money,5,general,Female,55-64,Budget-Conscious Skeptics,Service
R043,likeability,7,general,Female,55-64,Budget-Conscious Skeptics,Service
R043,uniqueness,4,general,Female,55-64,Budget-Conscious Skeptics,Service
R043,relevance,4,general,Female,55-64,Budget-Conscious Skeptics,Service
R043,recommendation,4,general,Female,55-64,Budget-Conscious Skeptics,Service
R043,current_meal_kit_user,2,general,Female,55-64,Budget-Conscious Skeptics,Service
R043,most_important_feature,5,general,Female,55-64,Budget-Conscious Skeptics,Service
R044,purchase_intent,3,general,Female,45-54,Cooking Enthusiasts,Creative
R044,value_for_money,4,general,Female,45-54,Cooking Enthusiasts,Creative
R044,likeability,7,general,Female,45-54,Cooking Enthusiasts,Creative
R044,uniqueness,5,general,Female,45-54,Cooking Enthusiasts,Creative
R044,relevance,4,general,Female,45-54,Cooking Enthusiasts,Creative
R044,recommendation,5,general,Female,45-54,Cooking Enthusiasts,Creative
R044,current_meal_kit_user,2,general,Female,45-54,Cooking Enthusiasts,Creative
R044,most_important_feature,3,general,Female,45-54,Cooking Enthusiasts,Creative
R045,purchase_intent,1,general,Female,45-54,Cooking Enthusiasts,Professional
R045,value_for_money,1,general,Female,45-54,Cooking Enthusiasts,Professional
R045,likeability,1,general,Female,45-54,Cooking Enthusiasts,Professional
R045,uniqueness,1,general,Female,45-54,Cooking Enthusiasts,Professional
R045,relevance,3,general,Female,45-54,Cooking Enthusiasts,Professional
R045,recommendation,1,general,Female,45-54,Cooking Enthusiasts,Professional
R045,current_meal_kit_user,1,general,Female,45-54,Cooking Enthusiasts,Professional
R045,most_important_feature,2,general,Female,45-54,Cooking Enthusiasts,Professional
R046,purchase_intent,2,general,Female,45-54,Cooking Enthusiasts,Technical
R046,value_for_money,5,general,Female,45-54,Cooking Enthusiasts,Technical
R046,likeability,7,general,Female,45-54,Cooking Enthusiasts,Technical
R046,uniqueness,5,general,Female,45-54,Cooking Enthusiasts,Technical
R046,relevance,5,general,Female,45-54,Cooking Enthusiasts,Technical
R046,recommendation,5,general,Female,45-54,Cooking Enthusiasts,Technical
R046,current_meal_kit_user,2,general,Female,45-54,Cooking Enthusiasts,Technical
R046,most_important_feature,4,general,Female,45-54,Cooking Enthusiasts,Technical
R047,purchase_intent,5,general,Male,45-54,Cooking Enthusiasts,Creative
R047,value_for_money,2,general,Male,45-54,Cooking Enthusiasts,Creative
R047,likeability,7,general,Male,45-54,Cooking Enthusiasts,Creative
R047,uniqueness,3,general,Male,45-54,Cooking Enthusiasts,Creative
R047,relevance,4,general,Male,45-54,Cooking Enthusiasts,Creative
R047,recommendation,4,general,Male,45-54,Cooking Enthusiasts,Creative
R047,current_meal_kit_user,2,general,Male,45-54,Cooking Enthusiasts,Creative
R047,most_important_feature,6,general,Male,45-54,Cooking Enthusiasts,Creative
R048,purchase_intent,1,general,Female,35-44,Cooking Enthusiasts,Technical
R048,value_for_money,1,general,Female,35-44,Cooking Enthusiasts,Technical
R048,likeability,1,general,Female,35-44,Cooking Enthusiasts,Technical
R048,uniqueness,1,general,Female,35-44,Cooking Enthusiasts,Technical
R048,relevance,4,general,Female,35-44,Cooking Enthusiasts,Technical
R048,recommendation,1,general,Female,35-44,Cooking Enthusiasts,Technical
R048,current_meal_kit_user,1,general,Female,35-44,Cooking Enthusiasts,Technical
R048,most_important_feature,2,general,Female,35-44,Cooking Enthusiasts,Technical
R049,purchase_intent,4,general,Female,45-54,Cooking Enthusiasts,Creative
R049,value_for_money,5,general,Female,45-54,Cooking Enthusiasts,Creative
R049,likeability,4,general,Female,45-54,Cooking Enthusiasts,Creative
R049,uniqueness,5,general,Female,45-54,Cooking Enthusiasts,Creative
R049,relevance,2,general,Female,45-54,Cooking Enthusiasts,Creative
R049,recommendation,4,general,Female,45-54,Cooking Enthusiasts,Creative
R049,current_meal_kit_user,1,general,Female,45-54,Cooking Enthusiasts,Creative
R049,most_important_feature,5,general,Female,45-54,Cooking Enthusiasts,Creative
R050,purchase_intent,4,general,Female,25-34,Cooking Enthusiasts,Creative
R050,value_for_money,3,general,Female,25-34,Cooking Enthusiasts,Creative
R050,likeability,5,general,Female,25-34,Cooking Enthusiasts,Creative
R050,uniqueness,1,general,Female,25-34,Cooking Enthusiasts,Creative
R050,relevance,4,general,Female,25-34,Cooking Enthusiasts,Creative
R050,recommendation,1,general,Female,25-34,Cooking Enthusiasts,Creative
R050,current_meal_kit_user,2,general,Female,25-34,Cooking Enthusiasts,Creative
R050,most_important_feature,5,general,Female,25-34,Cooking Enthusiasts,Creative
